,level_0,index,link,headline,summary,date,compounds_head,compounds_summ,compounds_head_summ,Sentiment,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Doc_length,Modal_freq,Negative_freq,Positive_freq,Uncertainty_freq,Litigious_freq,Constraining_freq,Superfluous_freq,Interesting_freq,Negative_score,Positive_score
258,883,883,https://www.nytimes.com/2007/04/29/business/yourmoney/29frenzy.html,"One Crisis After Another, but Sony Shares Keep Surging","Despite a number of challenges, Sony has outperformed the Walt Disney Company, Time Warner and Comcast over the past two years.",2007-04-29 01:00:00,0.0644,-0.1139,-0.1068,"           Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0       DESPITE      0         0         1            0          0   
1    CHALLENGES      0         1         0            0          0   
2  OUTPERFORMED      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  ",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,-0.047619047619047616,0.047619047619047616
259,884,884,http://dealbook.nytimes.com/2007/05/01/comcast-takes-stake-in-cable-networks/,Comcast Takes Stake in Cable Networks,"Comcast said Monday it would pay $570 million for an interest in two regional cable sports networks, one in San Francisco and the other in New England. In a cash transaction withRainbow Media Holdings, Comcast will purchase a 60 percent interest in FSN Bay Area and a 50 percent interest in FSN New England.",2007-05-01 01:00:00,0.0,0.8225,0.8225,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WOULD      2         0         0            0          0             0   
1   WILL      1         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,901,901,https://www.nytimes.com/2007/06/18/sports/18bigten.html,"Not Everyone Wants Channel That’s All Big Ten, All the Time","The newly created Big Ten Network, which the conference vows will satiate its universities’ fans and alumni, is the source of a dispute between the conference and Comcast.",2007-06-18 01:00:00,0.0,-0.1779,-0.1779,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0     WILL      1         0         0            0          0             0   
1  DISPUTE      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,-0.03571428571428571
261,903,903,https://www.nytimes.com/2007/06/23/sports/ncaabasketball/23bigten.html,Tempers Flare as Discussions on Big Ten Network Heat Up,"The Big Ten wants Comcast to carry its network on expanded basic cable, but Comcast said it should be on a digital sports tier.",2007-06-23 01:00:00,-0.3182,0.0,-0.1655,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  SHOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,907,907,https://www.nytimes.com/2007/07/07/business/07nocera.html,Giving Nepotism a Good Name,"While corporate America’s family sagas are often mired in public drama, Comcast’s smooth father-to-son handoff offers a different model.",2007-07-07 01:00:00,0.6486,0.0,0.6486,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   OFTEN      2         0         0            0          0             0   
1  SMOOTH      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,-0.047619047619047616,0.047619047619047616
263,908,908,https://www.nytimes.com/2007/07/09/pageoneplus/corrections.html,Corrections: For the Record,"The Talking Business column in Business Day on Saturday, about Ralph J. Roberts, the founder of Comcast, and his son Brian, its chief executive, misstated the surname of a company executive who commented on their relationship. He is David Cohen, not Calhoun.",2007-07-09 01:00:00,0.0,0.0,0.0,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  MISSTATED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,-0.023809523809523808
264,916,916,https://bits.blogs.nytimes.com/2007/07/27/quick-bits-a-news-roundup/,Quick Bits: A News Roundup,"The morning headlines, with news about Microsoft, Yahoo, Twitter, Comcast, the BBC, and HBO.",2007-07-27 01:00:00,0.0,0.0,0.0,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,917,917,https://www.nytimes.com/2007/07/27/business/27comcast.html,"Comcast’s Profit Jumps 28%, but Spending Worries Investors","The largest cable television provider in the U.S. saw a 28 percent increase in second-quarter profits, fueled by an increase in customers.",2007-07-27 01:00:00,-0.4118,0.7579,0.7906,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,922,922,https://bits.blogs.nytimes.com/2007/08/10/quick-bits-att-sorry-about-censorship-fraudsters-invade-second-life/,"Quick Bits: AT&T Sorry About Censorship, Fraudsters Invade Second Life","In the news today: Google and Microsoft battle with online storage, Universal Music tries to assert control, Comcast offers free Web video, and more.",2007-08-10 01:00:00,-0.5719,0.1779,-0.4588,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,951,951,https://www.nytimes.com/2007/10/18/garden/18dbox.html,Preparing to Deconstruct: A Primer,"RE-USE Consulting in Bellingham, Wash., trains builders to deconstruct houses and may be able to offer referrals to contractors who do it; re-use@comcast.net or (360) 201-6977. Its Web site, reuseconsulting.com, also connects buyers and sellers of used materials, from skylights to structures including a 1914 steel bridge from the Snoqualmie River near North Bend, Wash., currently on offer from the King County Department of Transportation.",2007-10-18 01:00:00,0.0,0.0,0.0,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0     MAY      3         0         0            1          0             0   
1    ABLE      0         0         1            0          0             0   
2  BRIDGE      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            1  ",3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,70,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.0,0.0,0.0,0.014285714285714285,0.0,0.0
268,955,955,https://bits.blogs.nytimes.com/2007/10/22/comcast-were-delaying-not-blocking-bittorrent-traffic/,"Comcast: We’re Delaying, Not Blocking, BitTorrent Traffic","Comcast tries to explain BitTorrent blocking reports. It manages the traffic for the average user and sometimes larger users of the pipes will find their content delayed, not blocked, the company says.",2007-10-22 01:00:00,0.2924,-0.3991,-0.1285,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  SOMETIMES      3         0         0            1          0             0   
1       WILL      1         0         0            0          0             0   
2    DELAYED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32,0.125,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.03125,-0.03125
269,957,957,https://bits.blogs.nytimes.com/2007/10/23/that-comcastic-voice-and-data-network/,That Comcastic Voice and Data Network,Comcast endures technical errors during its defense of Internet blocking,2007-10-23 01:00:00,0.0,-0.5423,-0.5423,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  ERRORS      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1
270,961,961,https://www.nytimes.com/2007/10/29/business/media/29hulu.html,"Hulu Readies Its Online TV, Dodging the Insults","Created by NBC and Fox to bring free television to the Web, Hulu plans to begin sending videos to its partners, Microsoft, AOL, MySpace, Yahoo and Comcast.",2007-10-29 01:00:00,-0.4939,0.6486,0.2732,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,975,975,http://dealbook.nytimes.com/2007/11/29/fcc-chief-moves-to-limit-comcast-and-help-tribune/,F.C.C. Chief Moves to Limit Comcast and Help Tribune,"Coming off a setback at the hands of the cable television industry, the head of the Federal Communications Commission moved to reassert himself on Wednesday by proposing that the commission quickly adopt a rule that would prevent Comcast, the nation's biggest cable company, from becoming larger, commission officials said.",2007-11-29 01:00:00,0.4019,0.2023,0.5423,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  SETBACK      0         1         0            0          0             0   
1    WOULD      2         0         0            0          0             0   
2  PREVENT      0         0         0            0          0             1   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,-0.02040816326530612
272,1004,1004,https://www.nytimes.com/2008/01/08/technology/08cable.html,Comcast Plans to Offer a Huge Menu of Films,A plan aims to offer Comcast subscribers a nearly limitless supply of movies and TV shows that can be viewed on demand and through the Internet.,2008-01-08 01:00:00,0.3182,-0.128,0.2023,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  NEARLY      3         0         0            1          0             0   
1     CAN      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26,0.19230769230769232,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0
273,1016,1016,http://dealbook.nytimes.com/2008/01/18/investor-calls-for-ouster-of-comcast-chief/,Investor Calls for Ouster of Comcast Chief,"Is the performance of Comcast's chief executive, Brian Roberts, a ""Comcastrophe""?",2008-01-18 01:00:00,0.0,0.0,0.0,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1021,1021,http://mediadecoder.blogs.nytimes.com/2008/01/30/growing-demand-for-video-on-demand/,Growing Demand for Video on Demand,"LAS VEGAS -- Video on demand, as popularized by HBO and the major cable operators, doesn't have the cachet of online video but is increasingly gaining viewers, said Matthew Strauss, the senior vice president for new media at Comcast Cable, at a panel discussion at the National Association of Television Program Executives conference on Tuesday.",2008-01-30 01:00:00,-0.0772,0.6597,0.6428,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  GAINING      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,-0.018518518518518517,0.018518518518518517
275,1022,1022,http://mediadecoder.blogs.nytimes.com/2008/01/30/imus-closer-to-a-return-to-tv/,Imus Closer to a Return to TV,"Patrick Gottsch, the founder and president of RFD-TV, a cable channel that carries Don Imus's show ""but primarily chronicles life in rural America, said on Wednesday morning that he had signed an affiliation agreement with Comcast, the nation's largest cable operator,"" Jacques Steinberg reports.",2008-01-30 01:00:00,0.0,0.6486,0.6486,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,1024,1024,https://www.nytimes.com/2008/01/31/arts/31arts-IMUSMARCHESO_BRF.html,Imus Marches On,"Viewers in Washington, Boston, Chicago and San Francisco, among other big cities, moved a step closer on Wednesday to watching the simulcast of the Don Imus morning radio show on RFD-TV, a cable channel. Patrick Gottsch, the founder and president of RFD, which primarily chronicles life in rural America, said that he had signed an affiliation agreement with Comcast. With the agreement RFD-TV is authorized to begin negotiations with individual Comcast cable systems. Comcast is available in more than 24 million households. While RFD-TV is available in 30 million homes, many are in towns and small cities outside the Northeast; the exception are those that receive the channel via satellite. Jenni Moyer, a Comcast spokeswoman, confirmed the deal. In signing Mr. Imus last year after his firing by CBS Radio and MSNBC over a racial remark, Mr. Gottsch was hoping that Mr. Imus would become a lure for big-city cable operators. RFD is seeking a similar agreement with Time Warner Cable, which has systems in New York City and Los Angeles.",2008-01-31 01:00:00,0.0,0.875,0.875,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  FIRING      0         1         0            0          0             0   
1   WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,175,0.011428571428571429,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,-0.005714285714285714
277,1060,1060,http://dealbook.nytimes.com/2008/03/14/the-choice-facing-comcasts-roberts/,The Choice Facing Comcast's Roberts,"It has been four years since Comcast, the cable company, abandoned its hostile bid for Walt Disney. So when is Brian L. Roberts, Comcast's chief executive, going to start striking deals again?",2008-03-14 01:00:00,0.0,-0.6808,-0.6808,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  ABANDONED      0         1         0            0          0             0   
1    HOSTILE      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,-0.0625
278,1063,1063,http://bits.blogs.nytimes.com/2008/03/31/comcasts-blurry-high-definition-picture/,Comcast's Blurry High Definition Picture,"Not only has Comcast been slowing down Internet users exchanging files with the BitTorrent protocol, it has been quietly reducing the quality of some high definition television networks it carries as well.",2008-03-31 01:00:00,-0.1027,0.2732,0.1779,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  SLOWING      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,-0.03125
279,1066,1066,http://bits.blogs.nytimes.com/2008/04/02/comcast-to-bring-speedier-internet-to-st-paul/,Comcast to Bring Speedier Internet to St. Paul,"Minnesota sports teams are not known for coming in first. But the Twin Cities are now out in front in at least one respect: Comcast plans to announce Thursday that it is beginning the introduction of a new broadband Internet technology in the Minneapolis-St. Paul region, starting this week.",2008-04-02 01:00:00,0.0,0.4767,0.4767,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,1071,1071,http://bits.blogs.nytimes.com/2008/04/17/comcasts-concession-to-net-neutrality/,Comcast's Concession to Net Neutrality,"On Tuesday afternoon, Comcast put out a vague, jargon-filled news release about working to create a ""Bill of Rights and Responsibilities"" for users of peer-to-peer file-sharing software. The release has prompted no shortage of criticism on blogs.",2008-04-17 01:00:00,0.0,-0.6597,-0.6597,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0      VAGUE      0         0         0            1          0             0   
1   SHORTAGE      0         1         0            0          0             0   
2  CRITICISM      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,41,0.0,0.04878048780487805,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.04878048780487805,-0.04878048780487805
281,1072,1072,http://mediadecoder.blogs.nytimes.com/2008/04/17/comcast-hires-consultant-to-improve-sports-channels/,Comcast Hires Consultant to Improve Sports Channels,"Richard Sandomir reports: Comcast is turning to Mike Weisman, a 35-year veteran of sports producing, to ""improve the quality of its national sports networks -- the Golf Channel and Versus -- and its eight regional sports networks and two channels devoted to the Mountain West Conference and southeastern regional sports.""",2008-04-17 01:00:00,0.4404,0.6808,0.8176,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,1075,1075,https://www.nytimes.com/2008/04/18/sports/18Correction-04.html,Corrections: For the Record,"A summary in some editions on Thursday of an online article about Comcast’s decision to hire the veteran producer Mike Weisman to improve its national sports networks described the personnel move incorrectly. He was hired as a consultant; he was not hired “away from NBC,” where he remains under contract.",2008-04-18 01:00:00,0.0,0.4404,0.4404,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0      IMPROVE      0         0         1            0          0   
1  INCORRECTLY      0         1         0            0          0   
2     CONTRACT      0         0         0            0          1   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  ",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,51,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0
283,1081,1081,http://bits.blogs.nytimes.com/2008/04/30/warner-brothers-to-rent-movies-online-sooner/,Warner Brothers To Rent Movies Online Sooner,"There was good news for Apple and Comcast, but bad news for Blockbuster woven into Time Warner's conference call with investors today.",2008-04-30 01:00:00,0.0,0.3716,0.3716,"   Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  GOOD      0         0         1            0          0             0   
1   BAD      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,1084,1084,http://mediadecoder.blogs.nytimes.com/2008/05/01/comcast-quarterly-profit-declines-programming-segment-posts-gains/,Comcast Quarterly Profit Declines; Programming Segment Posts Gains,"Reuters reports: ""Comcast Corp., the largest U.S. cable operator, on Thursday posted a fall in first-quarter net profit and a drop in basic video subscribers as it faced fierce competition from phone and satellite companies.""",2008-05-01 01:00:00,0.6486,0.2023,0.7269,"   Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  DROP      0         0         0            0          0             0   

   Superfluous  Interesting  
0            0            1  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
285,1089,1089,http://bits.blogs.nytimes.com/2008/05/07/comcasts-near-unlimited-bandwidth-limits/,Comcast's Near-Unlimited Bandwidth Limits,"Not all limits are unreasonable. If I told my nine-year-old that from now on, she would be allowed no more than 16 cookies a day, I'd get a glassy-eyed ""Whatever.""",2008-05-07 02:00:00,0.0,-0.296,-0.296,"           Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0        LIMITS      0         0         0            0          0   
1  UNREASONABLE      0         1         0            0          0   
2         WOULD      2         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             1            0            0  
1             0            0            0  
2             0            0            0  ",2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,34,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,-0.029411764705882353
286,1092,1092,https://www.nytimes.com/2008/05/08/sports/football/08broadcast.html,N.F.L. Is Taking Cable Fight to the F.C.C.,"The league’s filing contends that Comcast, the nation’s largest cable operator, is discriminating against the NFL Network.",2008-05-08 02:00:00,-0.3818,0.0,-0.3818,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  CONTENDS      0         1         0            0          0             0   
1   AGAINST      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,-0.11764705882352941
287,1097,1097,http://bits.blogs.nytimes.com/2008/05/14/its-complaxtic-comcast-buys-plaxo-to-boost-video-sharing/,It's Complaxtic: Comcast Buys Plaxo to Bolster Video Sharing,Plaxo is best known for its fancy address-book software that automatically updates everyone on your contact list whenever you make a change.,2008-05-14 01:00:00,0.4215,0.6369,0.7906,"   Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  BEST      1         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,-0.043478260869565216,0.043478260869565216
288,1098,1098,http://dealbook.nytimes.com/2008/05/14/comcast-to-buy-plaxo-to-boost-video-sharing/,Comcast to Buy Plaxo to Boost Video Sharing,From our colleague Vindu Goel at Bits:,2008-05-14 01:00:00,0.6705,0.0,0.6705,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,1104,1104,https://www.nytimes.com/2008/05/24/technology/24biztoday-COMCASTPUTTI_BRF.html,Comcast Putting 46 Cable Systems Up for Sale,"Comcast Corporation is trying to sell 46 cable systems in eight states serving 400,000 to 500,000 subscribers as it seeks to improve efficiency by selling outlying operations.",2008-05-24 01:00:00,0.0,0.6597,0.6597,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0     IMPROVE      0         0         1            0          0   
1  EFFICIENCY      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  ",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,-0.06896551724137931,0.06896551724137931
290,1112,1112,http://bits.blogs.nytimes.com/2008/05/30/comcast-tries-to-break-some-windows/,Comcast Tries to Break Some Windows,"As more and more video is available on the Internet, one question moves sharply into focus: What will happen to cable and satellite television providers? Do we really need specialized networks for our TV, or will the Internet be enough once someone figures out an easy way to get Internet video onto our TV screens?",2008-05-30 01:00:00,0.0,0.504,0.504,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  QUESTION      0         1         0            0          0             0   
1   SHARPLY      0         1         0            0          0             0   
2      WILL      1         0         0            0          0             0   
3      WILL      1         0         0            0          0             0   
4      EASY      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  ",2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,55,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,-0.01818181818181818
291,1115,1115,http://bits.blogs.nytimes.com/2008/06/04/comcast-tests-a-new-bandwidth-black-list/,Comcast Tests a New Bandwidth Throttle,"UPDATE | 6/5 7:40 PM: Comcast objected to the first version of this post, which referred to its method for identifying heavy users as a blacklist. After several conversations, including a call with Mitch Bowling, Comcast's senior vice president and general manger of its Internet service, I've rewritten the headline and a bit of the explanation about how the system being tested works.",2008-06-04 01:00:00,0.0,0.0,0.0,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  OBJECTED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,-0.015873015873015872
292,1125,1125,http://mediadecoder.blogs.nytimes.com/2008/06/20/comcast-big-ten-network-reach-carriage-pact/,"Comcast, Big Ten Network Reach Carriage Pact","""Comcast Corp. and Big Ten Network said on Thursday they have signed a long-term agreement for the leading U.S. cable operator to carry Big Ten's college sports programming across television, broadband and video-on-demand starting August 15,"" Reuters reports.",2008-06-20 01:00:00,0.0258,0.4939,0.5106,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  LEADING      0         0         1            0          0             0   
1   AUGUST      0         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            1  ",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,43,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,-0.023255813953488372,0.023255813953488372
293,1128,1128,http://dealbook.nytimes.com/2008/06/23/comcasts-fandango-buys-disneys-moviescom/,Comcast's Fandango Buys Disney's Movies.com,"While Comcast didn't succeed in buying Walt Disney a few years ago, it has now succeeded in buying a part of it, PaidContent.org reports.",2008-06-23 01:00:00,0.0,0.0444,0.0444,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0    SUCCEED      0         0         1            0          0             0   
1  SUCCEEDED      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,-0.08,0.08
294,1143,1143,https://www.nytimes.com/2008/07/25/technology/25comcast.html,Griping Online? Comcast Hears and Talks Back,Some customers like the company’s responses to online criticism; others see an eerie version of “Big Brother.”,2008-07-25 01:00:00,0.0,-0.4404,-0.4404,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1150,1150,https://www.nytimes.com/2008/08/02/technology/02fcc.html,F.C.C. Vote Sets Precedent on Unfettered Web Usage,"The F.C.C. upheld a complaint against Comcast, which it said had illegally inhibited users of its high-speed Internet service from using popular file-sharing software.",2008-08-02 01:00:00,0.0,0.0516,0.0516,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  COMPLAINT      0         1         0            0          0             0   
1    AGAINST      0         1         0            0          0             0   
2  ILLEGALLY      0         1         0            0          0             0   
3  INHIBITED      0         1         0            0          0             1   
4    POPULAR      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  ",0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,28,0.0,0.14285714285714285,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.10714285714285714,-0.10714285714285714
