Word,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting
DISAPPROVE,0,1,0,0,0,0,0,0
DISAPPROVED,0,1,0,0,0,0,0,0
DISAPPROVES,0,1,0,0,0,0,0,0
DISAPPROVING,0,1,0,0,0,0,0,0
DISASSOCIATES,0,1,0,0,0,0,0,0
DISASSOCIATING,0,1,0,0,0,0,0,0
DISASSOCIATION,0,1,0,0,0,0,0,0
DISASSOCIATIONS,0,1,0,0,0,0,0,0
DISASTER,0,1,0,0,0,0,0,0
DISASTERS,0,1,0,0,0,0,0,0
DISASTROUS,0,1,0,0,0,0,0,0
DISASTROUSLY,0,1,0,0,0,0,0,0
DISAVOW,0,1,0,0,0,0,0,0
DISAVOWAL,0,1,0,0,0,0,0,0
DISAVOWED,0,1,0,0,0,0,0,0
DISAVOWING,0,1,0,0,0,0,0,0
DISAVOWS,0,1,0,0,0,0,0,0
DISCIPLINARY,0,1,0,0,0,0,0,0
DISCLAIM,0,1,0,0,0,0,0,0
DISCLAIMED,0,1,0,0,0,0,0,0
DISCLAIMER,0,1,0,0,0,0,0,0
DISCLAIMERS,0,1,0,0,0,0,0,0
DISCLAIMING,0,1,0,0,0,0,0,0
DISCLAIMS,0,1,0,0,0,0,0,0
DISCLOSE,0,1,0,0,0,0,0,0
DISCLOSED,0,1,0,0,0,0,0,0
DISCLOSES,0,1,0,0,0,0,0,0
DISCLOSING,0,1,0,0,0,0,0,0
DISCONTINUANCE,0,1,0,0,0,0,0,0
DISCONTINUANCES,0,1,0,0,0,0,0,0
DISCONTINUATION,0,1,0,0,0,0,0,0
DISCONTINUATIONS,0,1,0,0,0,0,0,0
DISCONTINUE,0,1,0,0,0,0,0,0
DISCONTINUED,0,1,0,0,0,0,0,0
DISCONTINUES,0,1,0,0,0,0,0,0
DISCONTINUING,0,1,0,0,0,0,0,0
DISCOURAGE,0,1,0,0,0,0,0,0
DISCOURAGED,0,1,0,0,0,0,0,0
DISCOURAGES,0,1,0,0,0,0,0,0
DISCOURAGING,0,1,0,0,0,0,0,0
DISCOVER,0,0,0,0,0,0,0,1
DISCREDIT,0,1,0,0,0,0,0,0
DISCREDITED,0,1,0,0,0,0,0,0
DISCREDITING,0,1,0,0,0,0,0,0
DISCREDITS,0,1,0,0,0,0,0,0
DISCREPANCIES,0,1,0,0,0,0,0,0
DISCREPANCY,0,1,0,0,0,0,0,0
DISEASED,0,0,0,0,0,0,0,1
DISFAVOR,0,1,0,0,0,0,0,0
DISFAVORED,0,1,0,0,0,0,0,0
DISFAVORING,0,1,0,0,0,0,0,0
DISFAVORS,0,1,0,0,0,0,0,0
DISGORGE,0,1,0,0,0,0,0,0
DISGORGED,0,1,0,0,0,0,0,0
DISGORGEMENT,0,1,0,0,0,0,0,0
DISGORGEMENTS,0,1,0,0,0,0,0,0
DISGORGES,0,1,0,0,0,0,0,0
DISGORGING,0,1,0,0,0,0,0,0
DISGRACE,0,1,0,0,0,0,0,0
DISGRACEFUL,0,1,0,0,0,0,0,0
DISGRACEFULLY,0,1,0,0,0,0,0,0
DISHONEST,0,1,0,0,0,0,0,0
DISHONESTLY,0,1,0,0,0,0,0,0
DISHONESTY,0,1,0,0,0,0,0,0
DISHONOR,0,1,0,0,0,0,0,0
DISHONORABLE,0,1,0,0,0,0,0,0
DISHONORABLY,0,1,0,0,0,0,0,0
DISHONORED,0,1,0,0,0,0,0,0
DISHONORING,0,1,0,0,0,0,0,0
DISHONORS,0,1,0,0,0,0,0,0
DISINCENTIVES,0,1,0,0,0,0,0,0
DISINTERESTED,0,1,0,0,0,0,0,0
DISINTERESTEDLY,0,1,0,0,0,0,0,0
DISINTERESTEDNESS,0,1,0,0,0,0,0,0
DISLOYAL,0,1,0,0,0,0,0,0
DISLOYALLY,0,1,0,0,0,0,0,0
DISLOYALTY,0,1,0,0,0,0,0,0
DISMAL,0,1,0,0,0,0,0,0
DISMALLY,0,1,0,0,0,0,0,0
DISMISS,0,1,0,0,0,0,0,0
DISMISSAL,0,1,0,0,0,0,0,0
DISMISSALS,0,1,0,0,0,0,0,0
DISMISSED,0,1,0,0,0,0,0,0
DISMISSES,0,1,0,0,0,0,0,0
DISMISSING,0,1,0,0,0,0,0,0
DISORDERLY,0,1,0,0,0,0,0,0
DISPARAGE,0,1,0,0,0,0,0,0
DISPARAGED,0,1,0,0,0,0,0,0
DISPARAGEMENT,0,1,0,0,0,0,0,0
DISPARAGEMENTS,0,1,0,0,0,0,0,0
DISPARAGES,0,1,0,0,0,0,0,0
DISPARAGING,0,1,0,0,0,0,0,0
DISPARAGINGLY,0,1,0,0,0,0,0,0
DISPARITIES,0,1,0,0,0,0,0,0
DISPARITY,0,1,0,0,0,0,0,0
DISPLACE,0,1,0,0,0,0,0,0
DISPLACED,0,1,0,0,0,0,0,0
DISPLACEMENT,0,1,0,0,0,0,0,0
DISPLACEMENTS,0,1,0,0,0,0,0,0
DISPLACES,0,1,0,0,0,0,0,0
DISPLACING,0,1,0,0,0,0,0,0
DISPOSE,0,1,0,0,0,0,0,0
DISPOSITIVE,0,0,0,0,1,0,0,0
DISPOSSESS,0,1,0,0,0,0,0,0
DISPOSSESSED,0,1,0,0,0,0,0,0
DISPOSSESSES,0,1,0,0,0,0,0,0
DISPOSSESSING,0,1,0,0,0,0,0,0
DISPOSSESSION,0,0,0,0,1,0,0,0
DISPOSSESSORY,0,0,0,0,1,0,0,0
DISPROPORTION,0,1,0,0,0,0,0,0
DISPROPORTIONAL,0,1,0,0,0,0,0,0
DISPROPORTIONATE,0,1,0,0,0,0,0,0
DISPROPORTIONATELY,0,1,0,0,0,0,0,0
DISPUTE,0,1,0,0,0,0,0,0
DISPUTED,0,1,0,0,0,0,0,0
DISPUTES,0,1,0,0,0,0,0,0
DISPUTING,0,1,0,0,0,0,0,0
DISQUALIFICATION,0,1,0,0,0,0,0,0
DISQUALIFICATIONS,0,1,0,0,0,0,0,0
DISQUALIFIED,0,1,0,0,0,0,0,0
DISQUALIFIES,0,1,0,0,0,0,0,0
DISQUALIFY,0,1,0,0,0,0,0,0
DISQUALIFYING,0,1,0,0,0,0,0,0
DISREGARD,0,1,0,0,0,0,0,0
DISREGARDED,0,1,0,0,0,0,0,0
DISREGARDING,0,1,0,0,0,0,0,0
DISREGARDS,0,1,0,0,0,0,0,0
DISREPUTABLE,0,1,0,0,0,0,0,0
DISREPUTE,0,1,0,0,0,0,0,0
DISRUPT,0,1,0,0,0,0,0,0
DISRUPTED,0,1,0,0,0,0,0,0
DISRUPTING,0,1,0,0,0,0,0,0
DISRUPTION,0,1,0,0,0,0,0,0
DISRUPTIONS,0,1,0,0,0,0,0,0
DISRUPTIVE,0,1,0,0,0,0,0,0
DISRUPTS,0,1,0,0,0,0,0,0
DISSATISFACTION,0,1,0,0,0,0,0,0
DISSATISFIED,0,1,0,0,0,0,0,0
DISSENT,0,1,0,0,0,0,0,0
DISSENTED,0,1,0,0,0,0,0,0
DISSENTER,0,1,0,0,0,0,0,0
DISSENTERS,0,1,0,0,0,0,0,0
DISSENTING,0,1,0,0,0,0,0,0
DISSENTS,0,1,0,0,0,0,0,0
DISSIDENT,0,1,0,0,0,0,0,0
DISSIDENTS,0,1,0,0,0,0,0,0
DISSOLUTION,0,1,0,0,0,0,0,0
DISSOLUTIONS,0,1,0,0,0,0,0,0
DISTINCTION,0,0,1,0,0,0,0,0
DISTINCTIONS,0,0,1,0,0,0,0,0
DISTINCTIVE,0,0,1,0,0,0,0,0
DISTINCTIVELY,0,0,1,0,0,0,0,0
DISTINCTIVENESS,0,0,1,0,0,0,0,0
DISTORT,0,1,0,0,0,0,0,0
DISTORTED,0,1,0,0,0,0,0,0
DISTORTING,0,1,0,0,0,0,0,0
DISTORTION,0,1,0,0,0,0,0,0
DISTORTIONS,0,1,0,0,0,0,0,0
DISTORTS,0,1,0,0,0,0,0,0
DISTRACT,0,1,0,0,0,0,0,0
DISTRACTED,0,1,0,0,0,0,0,0
DISTRACTING,0,1,0,0,0,0,0,0
DISTRACTION,0,1,0,0,0,0,0,0
DISTRACTIONS,0,1,0,0,0,0,0,0
DISTRACTS,0,1,0,0,0,0,0,0
DISTRAINT,0,0,0,0,1,0,0,0
DISTRESS,0,1,0,0,0,0,0,0
DISTRESSED,0,1,0,0,0,0,0,0
DISTRIBUTEE,0,0,0,0,1,0,0,0
DISTRIBUTEES,0,0,0,0,1,0,0,0
DISTURB,0,1,0,0,0,0,0,0
DISTURBANCE,0,1,0,0,0,0,0,0
DISTURBANCES,0,1,0,0,0,0,0,0
DISTURBED,0,1,0,0,0,0,0,0
DISTURBING,0,1,0,0,0,0,0,0
DISTURBS,0,1,0,0,0,0,0,0
DIVERSION,0,1,0,0,0,0,0,0
DIVERT,0,1,0,0,0,0,0,0
DIVERTED,0,1,0,0,0,0,0,0
DIVERTING,0,1,0,0,0,0,0,0
DIVERTS,0,1,0,0,0,0,0,0
DIVEST,0,1,0,0,0,0,0,0
DIVESTED,0,1,0,0,0,0,0,0
DIVESTING,0,1,0,0,0,0,0,0
DIVESTITURE,0,1,0,0,0,0,0,0
DIVESTITURES,0,1,0,0,0,0,0,0
DIVESTMENT,0,1,0,0,0,0,0,0
DIVESTMENTS,0,1,0,0,0,0,0,0
DIVESTS,0,1,0,0,0,0,0,0
DIVORCE,0,1,0,0,0,0,0,0
DIVORCED,0,1,0,0,0,0,0,0
DIVULGE,0,1,0,0,0,0,0,0
DIVULGED,0,1,0,0,0,0,0,0
DIVULGES,0,1,0,0,0,0,0,0
DIVULGING,0,1,0,0,0,0,0,0
DOCKET,0,0,0,0,1,0,0,0
DOCKETED,0,0,0,0,1,0,0,0
DOCKETING,0,0,0,0,1,0,0,0
DOCKETS,0,0,0,0,1,0,0,0
DONEES,0,0,0,0,1,0,0,0
DOUBT,0,1,0,1,0,0,0,0
DOUBTED,0,1,0,1,0,0,0,0
DOUBTFUL,0,1,0,1,0,0,0,0
DOUBTS,0,1,0,1,0,0,0,0
DOWNGRADE,0,1,0,0,0,0,0,0
DOWNGRADED,0,1,0,0,0,0,0,0
DOWNGRADES,0,1,0,0,0,0,0,0
DOWNGRADING,0,1,0,0,0,0,0,0
DOWNSIZE,0,1,0,0,0,0,0,0
DOWNSIZED,0,1,0,0,0,0,0,0
DOWNSIZES,0,1,0,0,0,0,0,0
DOWNSIZING,0,1,0,0,0,0,0,0
DOWNSIZINGS,0,1,0,0,0,0,0,0
DOWNTIME,0,1,0,0,0,0,0,0
DOWNTIMES,0,1,0,0,0,0,0,0
DOWNTURN,0,1,0,0,0,0,0,0
DOWNTURNS,0,1,0,0,0,0,0,0
DOWNWARD,0,1,0,0,0,0,0,0
DOWNWARDS,0,1,0,0,0,0,0,0
DRAG,0,1,0,0,0,0,0,0
DRASTIC,0,1,0,0,0,0,0,0
DRASTICALLY,0,1,0,0,0,0,0,0
DRAWBACK,0,1,0,0,0,0,0,0
DRAWBACKS,0,1,0,0,0,0,0,0
DREAM,0,0,1,0,0,0,0,0
DROP,0,0,0,0,0,0,0,1
DROPPED,0,1,0,0,0,0,0,0
DROUGHT,0,1,0,0,0,0,0,0
DROUGHTS,0,1,0,0,0,0,0,0
DULY,0,0,0,0,1,0,0,0
DURESS,0,1,0,0,0,0,0,0
DYSFUNCTION,0,1,0,0,0,0,0,0
DYSFUNCTIONAL,0,1,0,0,0,0,0,0
DYSFUNCTIONS,0,1,0,0,0,0,0,0
EARMARK,0,0,0,0,0,1,0,0
EARMARKED,0,0,0,0,0,1,0,0
EARMARKING,0,0,0,0,0,1,0,0
EARMARKS,0,0,0,0,0,1,0,0
EASIER,0,0,1,0,0,0,0,0
EASILY,0,0,1,0,0,0,0,0
EASING,0,1,0,0,0,0,0,0
EASY,0,0,1,0,0,0,0,0
EFFECTIVE,0,0,1,0,0,0,0,0
EFFECTUATE,0,0,0,0,0,0,1,0
EFFECTUATED,0,0,0,0,0,0,1,0
EFFECTUATES,0,0,0,0,0,0,1,0
EFFECTUATING,0,0,0,0,0,0,1,0
EFFECTUATION,0,0,0,0,0,0,1,0
EFFICACIOUS,0,0,0,0,0,0,1,0
EFFICACY,0,0,0,0,0,0,1,0
EFFICIENCIES,0,0,1,0,0,0,0,0
EFFICIENCY,0,0,1,0,0,0,0,0
EFFICIENT,0,0,1,0,0,0,0,0
EFFICIENTLY,0,0,1,0,0,0,0,0
EGREGIOUS,0,1,0,0,0,0,0,0
EGREGIOUSLY,0,1,0,0,0,0,0,0
EJECTMENT,0,0,0,0,1,0,0,0
EMBARGO,0,1,0,0,0,0,0,0
EMBARGOED,0,1,0,0,0,0,0,0
EMBARGOES,0,1,0,0,0,0,0,0
EMBARGOING,0,1,0,0,0,0,0,0
EMBARRASS,0,1,0,0,0,0,0,0
EMBARRASSED,0,1,0,0,0,0,0,0
EMBARRASSES,0,1,0,0,0,0,0,0
EMBARRASSING,0,1,0,0,0,0,0,0
EMBARRASSMENT,0,1,0,0,0,0,0,0
EMBARRASSMENTS,0,1,0,0,0,0,0,0
EMBEZZLE,0,1,0,0,0,0,0,0
EMBEZZLED,0,1,0,0,0,0,0,0
EMBEZZLEMENT,0,1,0,0,0,0,0,0
EMBEZZLEMENTS,0,1,0,0,0,0,0,0
EMBEZZLER,0,1,0,0,0,0,0,0
EMBEZZLES,0,1,0,0,0,0,0,0
EMBEZZLING,0,1,0,0,0,0,0,0
EMOTIONAL,0,0,0,0,0,0,0,1
EMPOWER,0,0,1,0,0,0,0,0
EMPOWERED,0,0,1,0,0,0,0,0
EMPOWERING,0,0,1,0,0,0,0,0
EMPOWERS,0,0,1,0,0,0,0,0
ENABLE,0,0,1,0,0,0,0,0
ENABLED,0,0,1,0,0,0,0,0
ENABLES,0,0,1,0,0,0,0,0
ENABLING,0,0,1,0,0,0,0,0
ENCOURAGED,0,0,1,0,0,0,0,0
ENCOURAGEMENT,0,0,1,0,0,0,0,0
ENCOURAGES,0,0,1,0,0,0,0,0
ENCOURAGING,0,0,1,0,0,0,0,0
ENCROACH,0,1,0,0,0,0,0,0
ENCROACHED,0,1,0,0,0,0,0,0
ENCROACHES,0,1,0,0,0,0,0,0
ENCROACHING,0,1,0,0,0,0,0,0
ENCROACHMENT,0,1,0,0,0,0,0,0
ENCROACHMENTS,0,1,0,0,0,0,0,0
ENCUMBER,0,1,0,0,1,1,0,0
ENCUMBERED,0,1,0,0,1,1,0,0
ENCUMBERING,0,1,0,0,1,1,0,0
ENCUMBERS,0,1,0,0,1,1,0,0
ENCUMBRANCE,0,1,0,0,1,1,0,0
ENCUMBRANCER,0,0,0,0,1,0,0,0
ENCUMBRANCERS,0,0,0,0,1,0,0,0
ENCUMBRANCES,0,1,0,0,1,1,0,0
ENDANGER,0,1,0,0,0,0,0,0
ENDANGERED,0,1,0,0,0,0,0,0
ENDANGERING,0,1,0,0,0,0,0,0
ENDANGERMENT,0,1,0,0,0,0,0,0
ENDANGERS,0,1,0,0,0,0,0,0
ENDORSEE,0,0,0,0,1,0,0,0
ENFORCEABILITY,0,0,0,0,1,0,0,0
ENFORCEABLE,0,0,0,0,1,0,0,0
ENFORCEABLY,0,0,0,0,1,0,0,0
ENHANCE,0,0,1,0,0,0,0,0
ENHANCED,0,0,1,0,0,0,0,0
ENHANCEMENT,0,0,1,0,0,0,0,0
ENHANCEMENTS,0,0,1,0,0,0,0,0
ENHANCES,0,0,1,0,0,0,0,0
ENHANCING,0,0,1,0,0,0,0,0
ENJOIN,0,1,0,0,0,0,0,0
ENJOINED,0,1,0,0,0,0,0,0
ENJOINING,0,1,0,0,0,0,0,0
ENJOINS,0,1,0,0,0,0,0,0
ENJOY,0,0,1,0,0,0,0,0
ENJOYABLE,0,0,1,0,0,0,0,0
ENJOYABLY,0,0,1,0,0,0,0,0
ENJOYED,0,0,1,0,0,0,0,0
ENJOYING,0,0,1,0,0,0,0,0
ENJOYMENT,0,0,1,0,0,0,0,0
ENJOYS,0,0,1,0,0,0,0,0
ENTAIL,0,0,0,0,0,1,0,0
ENTAILED,0,0,0,0,0,1,0,0
ENTAILING,0,0,0,0,0,1,0,0
ENTAILS,0,0,0,0,0,1,0,0
ENTHUSIASM,0,0,1,0,0,0,0,0
ENTHUSIASTIC,0,0,1,0,0,0,0,0
ENTHUSIASTICALLY,0,0,1,0,0,0,0,0
ENTRENCH,0,0,0,0,0,1,0,0
ENTRENCHED,0,0,0,0,0,1,0,0
ERODE,0,1,0,0,0,0,0,0
ERODED,0,1,0,0,0,0,0,0
ERODES,0,1,0,0,0,0,0,0
ERODING,0,1,0,0,0,0,0,0
EROSION,0,1,0,0,0,0,0,0
ERRATIC,0,1,0,0,0,0,0,0
ERRATICALLY,0,1,0,0,0,0,0,0
ERRED,0,1,0,0,0,0,0,0
ERRING,0,1,0,0,0,0,0,0
ERRONEOUS,0,1,0,0,0,0,0,0
ERRONEOUSLY,0,1,0,0,0,0,0,0
ERROR,0,1,0,0,0,0,0,0
ERRORS,0,1,0,0,0,0,0,0
ERRS,0,1,0,0,0,0,0,0
ESCALATE,0,1,0,0,0,0,0,0
ESCALATED,0,1,0,0,0,0,0,0
ESCALATES,0,1,0,0,0,0,0,0
ESCALATING,0,1,0,0,0,0,0,0
ESCHEAT,0,0,0,0,1,0,0,0
ESCHEATED,0,0,0,0,1,0,0,0
ESCHEATMENT,0,0,0,0,1,0,0,0
ESCROW,0,0,0,0,0,1,0,0
ESCROWED,0,0,0,0,0,1,0,0
ESCROWING,0,0,0,0,1,0,0,0
ESCROWS,0,0,0,0,0,1,0,0
ESTOPPEL,0,0,0,0,1,0,0,0
EVADE,0,1,0,0,0,0,0,0
EVADED,0,1,0,0,0,0,0,0
EVADES,0,1,0,0,0,0,0,0
EVADING,0,1,0,0,0,0,0,0
EVASION,0,1,0,0,0,0,0,0
EVASIONS,0,1,0,0,0,0,0,0
EVASIVE,0,1,0,0,0,0,0,0
EVICT,0,1,0,0,0,0,0,0
EVICTED,0,1,0,0,0,0,0,0
EVICTING,0,1,0,0,0,0,0,0
EVICTION,0,1,0,0,0,0,0,0
EVICTIONS,0,1,0,0,0,0,0,0
EVICTS,0,1,0,0,0,0,0,0
EVIDENTIAL,0,0,0,0,1,0,0,0
EVIDENTIARY,0,0,0,0,1,0,0,0
EXACERBATE,0,1,0,0,0,0,0,0
EXACERBATED,0,1,0,0,0,0,0,0
EXACERBATES,0,1,0,0,0,0,0,0
EXACERBATING,0,1,0,0,0,0,0,0
EXACERBATION,0,1,0,0,0,0,0,0
EXACERBATIONS,0,1,0,0,0,0,0,0
EXAGGERATE,0,1,0,0,0,0,0,0
EXAGGERATED,0,1,0,0,0,0,0,0
EXAGGERATES,0,1,0,0,0,0,0,0
EXAGGERATING,0,1,0,0,0,0,0,0
EXAGGERATION,0,1,0,0,0,0,0,0
EXCEEDANCE,0,0,0,0,1,0,0,0
EXCEEDANCES,0,0,0,0,1,0,0,0
EXCEEDENCES,0,0,0,0,1,0,0,0
EXCELLENCE,0,0,1,0,0,0,0,0
EXCELLENT,0,0,1,0,0,0,0,0
EXCELLING,0,0,1,0,0,0,0,0
EXCELS,0,0,1,0,0,0,0,0
EXCEPTIONAL,0,0,1,0,0,0,0,0
EXCEPTIONALLY,0,0,1,0,0,0,0,0
EXCESSIVE,0,1,0,0,0,0,0,0
EXCESSIVELY,0,1,0,0,0,0,0,0
EXCISED,0,0,0,0,1,0,0,0
EXCITED,0,0,1,0,0,0,0,0
EXCITEMENT,0,0,1,0,0,0,0,0
EXCITING,0,0,1,0,0,0,0,0
EXCLUSIVE,0,0,1,0,0,0,0,0
EXCLUSIVELY,0,0,1,0,0,0,0,0
EXCLUSIVENESS,0,0,1,0,0,0,0,0
EXCLUSIVES,0,0,1,0,0,0,0,0
EXCLUSIVITY,0,0,1,0,0,0,0,0
EXCULPATE,0,1,0,0,1,0,0,0
EXCULPATED,0,1,0,0,1,0,0,0
EXCULPATES,0,1,0,0,1,0,0,0
EXCULPATING,0,1,0,0,1,0,0,0
EXCULPATION,0,1,0,0,1,0,0,0
EXCULPATIONS,0,1,0,0,1,0,0,0
EXCULPATORY,0,1,0,0,1,0,0,0
EXECUTOR,0,0,0,0,1,0,0,0
EXECUTORS,0,0,0,0,1,0,0,0
EXECUTORY,0,0,0,0,1,0,0,0
EXECUTRICES,0,0,0,0,1,0,0,0
EXECUTRIX,0,0,0,0,1,0,0,0
EXECUTRIXES,0,0,0,0,1,0,0,0
EXEMPLARY,0,0,1,0,0,0,0,0
EXIGENT,0,0,0,0,0,0,1,0
EXONERATE,0,1,0,0,0,0,0,0
EXONERATED,0,1,0,0,0,0,0,0
EXONERATES,0,1,0,0,0,0,0,0
EXONERATING,0,1,0,0,0,0,0,0
EXONERATION,0,1,0,0,0,0,0,0
EXONERATIONS,0,1,0,0,0,0,0,0
EXPEDITIOUSLY,0,0,0,0,0,0,1,0
EXPLOIT,0,1,0,0,0,0,0,0
EXPLOITATION,0,1,0,0,0,0,0,0
EXPLOITATIONS,0,1,0,0,0,0,0,0
EXPLOITATIVE,0,1,0,0,0,0,0,0
EXPLOITED,0,1,0,0,0,0,0,0
EXPLOITING,0,1,0,0,0,0,0,0
EXPLOITS,0,1,0,0,0,0,0,0
EXPOSE,0,1,0,0,0,0,0,0
EXPOSED,0,1,0,0,0,0,0,0
EXPOSES,0,1,0,0,0,0,0,0
EXPOSING,0,1,0,0,0,0,0,0
EXPOSURE,0,0,0,1,0,0,0,0
EXPOSURES,0,0,0,1,0,0,0,0
EXPROPRIATE,0,1,0,0,0,0,0,0
EXPROPRIATED,0,1,0,0,0,0,0,0
EXPROPRIATES,0,1,0,0,0,0,0,0
EXPROPRIATING,0,1,0,0,0,0,0,0
EXPROPRIATION,0,1,0,0,0,0,0,0
EXPROPRIATIONS,0,1,0,0,0,0,0,0
EXPULSION,0,1,0,0,0,0,0,0
EXPULSIONS,0,1,0,0,0,0,0,0
EXTANT,0,0,0,0,0,0,1,0
EXTENUATING,0,1,0,0,0,0,0,0
EXTRACONTRACTUAL,0,0,0,0,1,0,0,0
EXTRACORPOREAL,0,0,0,0,1,0,0,0
EXTRAJUDICIAL,0,0,0,0,1,0,0,0
EXTRAORDINARY,0,0,0,0,0,0,0,1
FACIE,0,0,0,0,1,0,0,0
FACTO,0,0,0,0,1,0,0,0
FAIL,0,1,0,0,0,0,0,0
FAILED,0,1,0,0,0,0,0,0
FAILING,0,1,0,0,0,0,0,0
FAILINGS,0,1,0,0,0,0,0,0
FAILS,0,1,0,0,0,0,0,0
FAILURE,0,1,0,0,0,0,0,0
FAILURES,0,1,0,0,0,0,0,0
FALLOUT,0,1,0,0,0,0,0,0
FALSE,0,1,0,0,0,0,0,0
FALSELY,0,1,0,0,0,0,0,0
FALSIFICATION,0,1,0,0,0,0,0,0
FALSIFICATIONS,0,1,0,0,0,0,0,0
FALSIFIED,0,1,0,0,0,0,0,0
FALSIFIES,0,1,0,0,0,0,0,0
FALSIFY,0,1,0,0,0,0,0,0
FALSIFYING,0,1,0,0,0,0,0,0
FALSITY,0,1,0,0,0,0,0,0
FANTASTIC,0,0,1,0,0,0,0,0
FATAL,0,0,0,0,0,0,0,1
FATALITIES,0,1,0,0,0,0,0,0
FATALITY,0,1,0,0,0,0,0,0
FATALLY,0,1,0,0,0,0,0,0
FAULT,0,1,0,0,0,0,0,0
FAULTED,0,1,0,0,0,0,0,0
FAULTS,0,1,0,0,0,0,0,0
FAULTY,0,1,0,0,0,0,0,0
FAVORABLE,0,0,1,0,0,0,0,0
FAVORABLY,0,0,1,0,0,0,0,0
FAVORED,0,0,1,0,0,0,0,0
FAVORING,0,0,1,0,0,0,0,0
FAVORITE,0,0,1,0,0,0,0,0
FAVORITES,0,0,1,0,0,0,0,0
FEAR,0,1,0,0,0,0,0,0
FEARS,0,1,0,0,0,0,0,0
FELONIES,0,1,0,0,1,0,0,0
FELONIOUS,0,1,0,0,1,0,0,0
FELONY,0,1,0,0,1,0,0,0
FICTITIOUS,0,1,0,0,0,0,0,0
FIDE,0,0,0,0,1,0,0,0
FINED,0,1,0,0,0,0,0,0
FINES,0,1,0,0,0,0,0,0
FIRED,0,1,0,0,0,0,0,0
FIRING,0,1,0,0,0,0,0,0
FLAW,0,1,0,0,0,0,0,0
FLAWED,0,1,0,0,0,0,0,0
FLAWS,0,1,0,0,0,0,0,0
FLUCTUATE,0,0,0,1,0,0,0,0
FLUCTUATED,0,0,0,1,0,0,0,0
FLUCTUATES,0,0,0,1,0,0,0,0
FLUCTUATING,0,0,0,1,0,0,0,0
FLUCTUATION,0,0,0,1,0,0,0,0
FLUCTUATIONS,0,0,0,1,0,0,0,0
FORBADE,0,0,0,0,1,1,0,0
FORBEAR,0,0,0,0,1,0,0,0
FORBEARANCE,0,0,0,0,1,0,0,0
FORBEARANCES,0,0,0,0,1,0,0,0
FORBEARING,0,0,0,0,1,0,0,0
FORBEARS,0,0,0,0,1,0,0,0
FORBID,0,1,0,0,0,1,0,0
FORBIDDEN,0,1,0,0,0,1,0,0
FORBIDDING,0,1,0,0,0,1,0,0
FORBIDS,0,1,0,0,0,1,0,0
FORCE,0,1,0,0,0,0,0,0
FORCED,0,1,0,0,0,0,0,0
FORCING,0,1,0,0,0,0,0,0
FOREBEAR,0,0,0,0,1,0,0,0
FOREBEARANCE,0,0,0,0,1,0,0,0
FOREBEARS,0,0,0,0,1,0,0,0
FORECLOSE,0,1,0,0,0,0,0,0
FORECLOSED,0,1,0,0,0,0,0,0
FORECLOSES,0,1,0,0,0,0,0,0
FORECLOSING,0,1,0,0,0,0,0,0
FORECLOSURE,0,1,0,0,0,0,0,0
FORECLOSURES,0,1,0,0,0,0,0,0
FOREGO,0,1,0,0,0,0,0,0
FOREGOES,0,1,0,0,0,0,0,0
FOREGONE,0,1,0,0,0,0,0,0
FORESTALL,0,1,0,0,0,0,0,0
FORESTALLED,0,1,0,0,0,0,0,0
FORESTALLING,0,1,0,0,0,0,0,0
FORESTALLS,0,1,0,0,0,0,0,0
FORFEIT,0,1,0,0,0,0,0,0
FORFEITABILITY,0,0,0,0,1,0,0,0
FORFEITABLE,0,0,0,0,1,0,0,0
FORFEITED,0,1,0,0,0,0,0,0
FORFEITING,0,1,0,0,0,0,0,0
FORFEITS,0,1,0,0,0,0,0,0
FORFEITURE,0,1,0,0,0,0,0,0
FORFEITURES,0,1,0,0,0,0,0,0
FORGERS,0,1,0,0,0,0,0,0
FORGERY,0,1,0,0,0,0,0,0
FORTHWITH,0,0,0,0,1,0,0,0
FORWHICH,0,0,0,0,1,0,0,0
FRAUD,0,1,0,0,0,0,0,0
FRAUDS,0,1,0,0,0,0,0,0
FRAUDULENCE,0,1,0,0,0,0,0,0
FRAUDULENT,0,1,0,0,0,0,0,0
FRAUDULENTLY,0,1,0,0,0,0,0,0
FREEZE,0,0,0,0,0,0,0,1
FREQUENTLY,2,0,0,0,0,0,0,0
FRIENDLY,0,0,1,0,0,0,0,0
FRIVOLOUS,0,1,0,0,0,0,0,0
FRIVOLOUSLY,0,1,0,0,0,0,0,0
FRUSTRATE,0,1,0,0,0,0,0,0
FRUSTRATED,0,1,0,0,0,0,0,0
FRUSTRATES,0,1,0,0,0,0,0,0
FRUSTRATING,0,1,0,0,0,0,0,0
FRUSTRATINGLY,0,1,0,0,0,0,0,0
FRUSTRATION,0,1,0,0,0,0,0,0
FRUSTRATIONS,0,1,0,0,0,0,0,0
FUGITIVE,0,1,0,0,1,0,0,0
FUGITIVES,0,1,0,0,1,0,0,0
FURTHERANCE,0,0,0,0,1,0,0,0
FURTHERMORE,0,0,0,0,0,0,1,0
GAIN,0,0,1,0,0,0,0,0
GAINED,0,0,1,0,0,0,0,0
GAINING,0,0,1,0,0,0,0,0
GAINS,0,0,1,0,0,0,0,0
GENERALLY,2,0,0,0,0,0,0,0
