,link,headline,summary,date
3449,https://www.nytimes.com/2010/06/25/arts/25arts-006.html,Few Bites for ABC During ‘Twilight’ Special,"“America’s Got Talent” earned Wednesday’s highest ratings as 12.1 million viewers tuned in to the NBC series at 9 p.m., according to Nielsen’s estimates.",2010/06/25
3234,https://www.nytimes.com/2010/06/26/business/media/26showtime.html,Showtime’s President Is Said to Be Stepping Down,"Robert Greenblatt, who engineered Showtime’s ascent in original programming, is said to be preparing to step down after seven years as the entertainment president for the network.",2010/06/26
3454,http://thecaucus.blogs.nytimes.com/2010/06/26/sunday-breakfast-menu-june-27/,"Sunday Breakfast Menu, June 27","After General Stanley McChrystal's ouster this week as President Obama's military point man in Afghanistan, the change of command dominates the conversation on the Sunday talk shows.",2010/06/26
3894,https://www.nytimes.com/2010/06/26/sports/football/26giants.html,Giants Draft Pick Seriously Injured in Crash,"Chad Jones, a rookie safety on the Giants, was seriously injured in a single-car accident in New Orleans Friday morning.",2010/06/26
712,https://www.nytimes.com/2010/06/26/sports/26sandomir.html,CBS and ESPN Quarrel Over Size of Sports Streams,The dispute underscored the growing importance of events available by broadcast over the Internet.,2010/06/26
4828,https://www.nytimes.com/2010/06/27/arts/television/27beaver.html,"Golly, Beav, We’re Historic",A boxed set collecting all the “Leave It to Beaver” episodes is a reminder that the book of the family sitcom was written here.,2010/06/27
4428,https://www.nytimes.com/2010/06/27/us/politics/27shorenstein.html,"Walter Shorenstein, Democratic Donor, Dies at 95","Mr. Shorenstein was a commercial real estate developer, philanthropist and adviser to presidents, including President Lyndon B. Johnson and President Bill Clinton.",2010/06/27
4658,https://www.nytimes.com/2010/06/28/business/28adnewsletter3.html,Accounts and People of Note in the Ad Industry,"Suzana Apelbaum joined the New York office of StrawberryFrog in a new post, executive creative director.",2010/06/28
4181,http://green.blogs.nytimes.com/2010/06/29/a-state-and-its-spill-response/,A State and Its Spill Response,A close look at Louisiana&#8217;s criticisms of the federal government&#8217;s oil spill response and the gap between its governor&#8217;s arguments and the reality.,2010/06/29
4005,http://mediadecoder.blogs.nytimes.com/2010/06/29/hulu-unveils-subscription-service-for-9-99-a-month/,Hulu Unveils Subscription Service For $9.99 a Month,"Updated: 2:50 p.m.: Confirming what the entertainment world has been expecting for months, the online television Web site Hulu unveiled a subscription service on Tuesday, promising access to more episodes of TV shows to customers who pay $9.99 a month.",2010/06/29
3802,http://laughlines.blogs.nytimes.com/2010/06/29/letterman-pretty-thin-gruel/,Letterman: 'Pretty Thin Gruel',"Monologue | Monday night on ""The Late Show With David Letterman"" on CBS: Here in New York City, it is 93 degrees and hazy. You know, like Helen Thomas.",2010/06/29
4654,https://www.nytimes.com/2010/06/29/us/politics/29angle.html,"In Nevada, Running for Senate and From Cameras","Sharron Angle, a Tea Party darling, has refused to talk to reporters, which has only awakened sleepy local TV news crews.",2010/06/29
4416,https://www.nytimes.com/2010/06/29/opinion/29herbert.html,Wrong Track Distress,"With no end to the employment crisis in sight, the U.S. desperately needs to enact an aggressive jobs-creation campaign.",2010/06/29
4573,http://dealbook.nytimes.com/2010/06/30/banks-return-to-commercial-mortgage-bonds/,Banks Return to Commercial Mortgage Bonds,"Once dominant, and then dormant, commercial real estate loans are beginning to show signs of life on the trading floor after a two-year slump, Jotham Sederstrom reports in The New York Times.",2010/06/30
4574,https://www.nytimes.com/2010/06/30/realestate/commercial/30cmbs.html,Banks Edge Cautiously Back Into Commercial Mortgage-Backed Bonds,"Investors have returned to the mortgage-backed market, as commercial property prices are perceived to have hit bottom.",2010/06/30
4526,https://www.nytimes.com/2010/07/01/sports/golf/01golf.html,"This Year at AT&T National, Woods Has a Different Role",Tiger Woods is no longer listed as the official host of the tournament he helped create in 2007.,2010/07/01
3397,https://www.nytimes.com/2010/07/01/arts/television/01arts-TALENTPAYSOF_BRF.html,‘Talent’ Pays Off for NBC,“America’s Got Talent” topped the ratings on Tuesday night with 10.1 million viewers on NBC.,2010/07/01
4242,http://artsbeat.blogs.nytimes.com/2010/07/01/paul-reubens-on-pee-wee-hermans-next-big-adventure-a-new-movie/,Paul Reubens on Pee-wee Herman&#8217;s Next Big Adventure: A New Movie,It&#8217;s still anyone&#8217;s guess what the comic collaboration between Mr. Reubens and Judd Apatow will ultimately yield.,2010/07/01
4564,https://www.nytimes.com/2010/07/02/movies/02sammo.html,A King of Kung Fu Films Savors Work and Honors,"Sammo Hung, who was given a lifetime achievement award at the New York Asian Film Festival, continues to fuel his passion for martial arts movies.",2010/07/02
3301,http://laughlines.blogs.nytimes.com/2010/07/02/letterman-twilight-fever/,Letterman: 'Twilight Fever',"Monologue | Thursday night on ""The Late Show With David Letterman"" on CBS: You know what is in the theaters right now is another movie in the ""Twilight"" saga. Everybody has got ""Twilight"" fever. Sarah Palin, former governor of Alaska, was in a helicopter, shooting werewolves.",2010/07/02
3499,https://www.nytimes.com/2010/07/02/arts/02arts-REALITYVSREA_BRF.html,Reality vs. Reality,"In the battle of reality competitions on Wednesday, “America’s Got Talent” lifted NBC to first place in the ratings while Fox ranked second with a two-hour ”So You Think You Can Dance.”",2010/07/02
4567,https://www.nytimes.com/2010/07/02/arts/02iht-sammo.html,Three Cheers for a Portly Kung Fu Master,"The Hong Kong martial-arts movie star Sammo Hung is getting a lifetime achievement award from the New York Asian Film Festival, but he isn't anywhere close to retiring.",2010/07/02
3318,https://www.nytimes.com/2010/07/03/arts/television/03arts-WIPEOUTDRAWS_BRF.html,‘Wipeout’ Draws a Crowd,ABC’s quirky obstacle-course reality show “Wipeout” topped the ratings on Thursday night.,2010/07/03
3698,http://thecaucus.blogs.nytimes.com/2010/07/03/sunday-breakfast-menu-july-4/,"Sunday Breakfast Menu, July 4",The war in Afghanistan is the focus of the Sunday morning political shows with three senators joining the discussion direct from their trips to the region.,2010/07/03
3588,https://www.nytimes.com/2010/07/03/movies/03arts-PEEWEESNEWMO_BRF.html,Pee-Wee’s New Movie,,2010/07/03
4562,https://www.nytimes.com/2010/07/03/nyregion/03chinese.html,"After Call, Student Faces Deportation to China","Zhai Tiantian, a Ph.D. candidate at the Stevens Institute of Technology, said he called the university to discuss a lawsuit. The school said he threatened arson.",2010/07/03
4454,https://www.nytimes.com/2010/07/05/us/politics/05steele.html,Republican Senators Denounce Steele’s Remarks,"Last week at a fund-raising event, Michael Steele, the G.O.P. chairman, said that the military conflict in Afghanistan was not winnable and was “a war of Obama’s choosing.”",2010/07/05
3528,http://dealbook.nytimes.com/2010/07/07/sun-valley-2010-in-pictures/,Sun Valley 2010 in Pictures,"DealBook presents a compilation of photos of top moguls from the 2010 Allen &#038; Company retreat in Sun Valley, Idaho.",2010/07/07
3037,https://www.nytimes.com/2010/07/07/arts/television/07arts-BACHELORETTE_BRF.html,‘Bachelorette’ Rules the Night on Monday,,2010/07/07
3237,https://www.nytimes.com/2010/07/08/arts/television/08arts-TALENTINTHEL_BRF.html,‘Talent’ in the Lead,“America’s Got Talent” led the ratings on Tuesday as 11.7 million viewers tuned in to the NBC reality competition.,2010/07/08
4686,http://artsbeat.blogs.nytimes.com/2010/07/08/emmy-nominations-are-announced/,Emmy Champ '30 Rock' Gets New Challengers in 'Glee' and 'Modern Family',"9:38 a.m. | Updated Three of the standout comedies of the past television season, ""Glee,"" ""Modern Family"" and ""Nurse Jackie,"" will challenge the reigning champ ""30 Rock"" in the prime-time Emmys this year.",2010/07/08
3534,https://www.nytimes.com/2010/07/08/arts/television/08latenight.html,Networks See Dip in Key Audiences for Late Shows,"Changing technology, viewing habits, and a proliferation of similar shows have made the world of the network late-night talk show tougher to navigate.",2010/07/08
4603,https://www.nytimes.com/2010/07/08/us/08boat.html,Barge Strikes Tourist Boat in Philadelphia,At least two people were missing after a barge crashed into an amphibious tour boat in the Delaware River.,2010/07/08
4321,https://www.nytimes.com/2010/07/09/arts/television/09haven.html,"Charming Village, Check; Quirky Residents, You Bet",A new Syfy series loosely based on a Stephen King story sends an F.B.I. agent to a paranormal Maine.,2010/07/09
4895,https://www.nytimes.com/2010/07/09/arts/music/09pop.html,Pop and Rock Listings,"A selected guide to pop, rock, folk, reggae, metal and other musical performances in the New York area.",2010/07/09
4503,https://www.nytimes.com/2010/07/09/arts/television/09emmys.html,Emmy Nominations Validate Broadcast Gambles,"The Emmy nominations, announced on Thursday, reflected a critical consensus that there was a resurgence in quality on the broadcast networks.",2010/07/09
3623,https://www.nytimes.com/2010/07/09/arts/television/09bemmy.html,More Late-Night Drama?,"Who will be able to resist tuning in to NBC on Aug. 29 to see what happens if Conan O’Brien wins an Emmy for “The Tonight Show,” which he used to host on that very network?",2010/07/09
3645,http://thecaucus.blogs.nytimes.com/2010/07/10/sunday-breakfast-menu-july-11/,"Sunday Breakfast Menu, July 11",The Obama administration's lawsuit against Arizona catapults immigration reform to the top of Sunday's talk show ticket.,2010/07/10
1111,https://www.nytimes.com/2010/07/10/arts/television/10bridge.html,A Cop Fights Crimes in and Out of the Station,"In this series beginning on Saturday, a co-venture of CBS and the Canadian network CTV, a cop fights internal corruption as well as street crime.",2010/07/10
4322,https://www.nytimes.com/2010/07/10/opinion/l10immig.html,Tensions Over Illegal Immigration,Readers respond to a recent editorial.,2010/07/10
4557,https://www.nytimes.com/2010/07/10/nyregion/10metjournal.html,A Quiet Neighborhood Talks About Policing Itself,"In a northeast Bronx neighborhood not known for major crimes, concerns about other illegal activities have residents talking about citizen patrols.",2010/07/10
3057,https://www.nytimes.com/2010/07/10/arts/television/10arts-THEYLOVEDBIG_BRF.html,They Loved ‘Big Brother’,The 12th edition of “Big Brother” earned a solid start in the ratings on Thursday as 7.3 million viewers tuned in to the CBS reality show.,2010/07/10
3368,http://mediadecoder.blogs.nytimes.com/2010/07/11/oil-spill-makes-celebrities-out-of-reporters/,Oil Spill Makes Celebrities Out of Reporters,"On Friday, Day 80 of the oil spill, much of the Gulf of Mexico still looked bruised and battered, just as it did the week before, and the month before that. So for a different perspective, CNN went scuba diving.",2010/07/11
3583,https://www.nytimes.com/2010/07/11/fashion/weddings/11MEHTA.html,"Shilpi Mehta, David Lee",A San Francisco wedding.,2010/07/11
3617,https://www.nytimes.com/2010/07/11/fashion/weddings/11MARCUS.html,"Demetra Marcus, Blaine Bell",A vineyard in Northern California was the setting for the ceremony.,2010/07/11
3394,http://mediadecoder.blogs.nytimes.com/2010/07/13/appeals-court-strikes-down-indecency-rule/,Appeals Court Strikes Down Indecency Rule,"A United States appeals court tossed out the indecency policy of the Federal Communications Commission on Tuesday, calling it a violation of the First Amendment.",2010/07/13
413,https://www.nytimes.com/2010/07/13/arts/television/13arts-BROTHERSTILL_BRF.html,‘Brother’ Still Big for CBS,,2010/07/13
4413,http://bats.blogs.nytimes.com/2010/07/13/the-complex-maddening-legacy-of-steinbrenner/,"Voices: The Complex, Maddening Legacy of Steinbrenner","There was a day in spring training a dozen years ago, leaving the Yankees' clubhouse at what was then Legends Field, when I turned a corner and walked right into the puffed-out chest of George Steinbrenner.",2010/07/13
3041,https://www.nytimes.com/2010/07/14/arts/television/14arts-ABCSBACHELOR_BRF.html,Leader of the Pack: ABC’s ‘Bachelorette’,,2010/07/14
3072,http://tmagazine.blogs.nytimes.com/2010/07/14/chair-lift-give-your-table-an-update/,Chair Lift | Give Your Table an Update,"A good friend inherited a Victorian circular oak dining table. The table has great sentimental value, but the matching oak and cane chairs - high-back and ornate - needed to go. He wanted something up to date but not hyper-modern (no plastic, no chrome). I suggested a bentwood chair like the ones that Thonet has been manufacturing for years, which would relate to the Victorian design of the table but still feel modern. He liked the idea but not the price tag (the chairs are about $400 a piece), and he was concerned about the sturdiness of the caned seats, an issue he had with the original chairs.",2010/07/14
2865,http://thecaucus.blogs.nytimes.com/2010/07/14/poll-finds-pessimism-on-the-war/,Poll Finds Pessimism on the War,"The public is growing pessimistic again about the course of the war in Afghanistan, where casualties among American and allied troops have been running high.",2010/07/14
4497,https://www.nytimes.com/2010/07/15/sports/golf/15golf.html,Everybody Is Talking About the Weather at the British Open,"The field of 156 is ready. So is the weather, which has already wiped out a planned exhibition featuring some former champions.",2010/07/15
3118,http://laughlines.blogs.nytimes.com/2010/07/15/letterman-this-just-in/,Letterman: 'This Just In',"Monologue | Wednesday night on ""The Late Show With David Letterman"" on CBS: This just in. President Obama is looking into trading Mel Gibson to Russia.",2010/07/15
3351,https://www.nytimes.com/2010/07/15/arts/television/15arts-TALENTTAKESO_BRF.html,‘Talent’ Takes on All-Stars,,2010/07/15
4013,http://dealbook.nytimes.com/2010/07/16/obama-pushes-through-agenda-despite-political-risks/,Obama Pushes Through Agenda Despite Political Risks,"If passage of the financial regulatory overhaul on Thursday proves anything about President Obama, it is this: He knows how to push big bills through a balky Congress.",2010/07/16
2836,http://mediadecoder.blogs.nytimes.com/2010/07/16/lettermans-blackmailer-gets-emmy-nod-letterman-doesnt/,Letterman's Blackmailer Gets Emmy Nod. Letterman Doesn't.,"Robert Joel Halderman, in jail for trying to extort money from David Letterman, is nominated for a News and Documentary Emmy Award. Coincidentally, Mr. Letterman's ""Late Show"" was not nominated for an Emmy in the outstanding variety, music or comedy series. His show had been nominated for 26 years in a row",2010/07/16
3195,http://laughlines.blogs.nytimes.com/2010/07/16/letterman-a-brand-new-house/,Letterman: 'A Brand-New House',"Monologue | Thursday night on ""The Late Show With David Letterman"" on CBS: You remember Bill Clinton? Bill and Hillary went out and bought a brand-new house in upstate New York. He's still keeping the old place to use as a bachelor pad.",2010/07/16
4359,https://www.nytimes.com/2010/07/16/sports/baseball/16partners.html,Praise for Steinbrenner From Limited Partners,"George Steinbrenners’s control of the team may not have rendered other investors mute, but they did not have the power to alter his management.",2010/07/16
3277,http://laughlines.blogs.nytimes.com/2010/07/16/fallon-the-cap-is-working/,Fallon: 'The Cap is Working',"Monologue | Thursday night on ""Late Night With Jimmy Fallon"" on NBC: BP just announced that the containment cap is working and no oil is leaking into the Gulf of Mexico. Well, that was easy.",2010/07/16
3535,http://dealbook.nytimes.com/2010/07/16/att-u-verse-reaches-deal-to-keep-amc-mad-men/,"AT&#038;T U-Verse Reaches Deal to Keep AMC,&#8217; Mad Men&#8217;","Averting a standoff over programming fees, AT&#038;T said on Thursday it has reached a deal to keep channels AMC, IFC and WE tv on the tube for its 2.3 million U-verse TV subscribers, The Associated Press reported.",2010/07/16
3887,http://thecaucus.blogs.nytimes.com/2010/07/17/sunday-breakfast-menu-july-18/,"Sunday Breakfast Menu, July 18","8:48 a.m. | Updated Vice President Joseph R. Biden Jr., who made some news himself over the weekend, sits at the top of the Sunday ticket, appearing on ABC's ""This Week"" to discuss President Obama's agenda, the economic recovery and the War in Afghanistan, among other things.",2010/07/17
4848,https://www.nytimes.com/2010/07/17/business/17nocera.html,Was Steinbrenner Just Lucky?,George Steinbrenner bought the Yankees for $10 million and turned the team into a financial powerhouse. But what if the circumstances had been different?,2010/07/17
2924,https://www.nytimes.com/2010/07/17/arts/television/17arts-JAILEDMANISN_BRF.html,Jailed Man Is Nominated for an Emmy,"Robert Joel Halderman in jail for trying to extort money from David Letterman, has been nominated for a news Emmy Award.",2010/07/17
2976,https://www.nytimes.com/2010/07/17/arts/television/17arts-REALITYSHOWD_BRF.html,Reality Showdown,ABC’s “Wipeout” edged ahead of CBS’s “Big Brother” in the ratings on Thursday night as these two reality shows faced off in the 8 o’clock time slot.,2010/07/17
4539,https://www.nytimes.com/2010/07/17/opinion/17blow.html,Dog Days of Obama,"It’s a long, hot summer for Obama. But the start of a frosty and ferocious fight this winter for the 2012 Republican presidential nomination could be a cool diversion.",2010/07/17
4801,https://www.nytimes.com/2010/07/18/automobiles/18SKATER.html,Skateboard Aesthetics on Two Wheels,"Whether it’s a Honda café racer or a bare-bones Harley-Davidson, there is a spare aesthetic to many motorcycles customized by skateboarders.",2010/07/18
4937,https://www.nytimes.com/2010/07/18/magazine/18ROFL-t.html,When Funny Goes Viral,"Goofy pictures of cats, Hitler screaming about Kanye West, Sad Keanu Reeves — these are the products of vast Internet collaboration. And we should take them seriously. Sort of.",2010/07/18
3040,http://mediadecoder.blogs.nytimes.com/2010/07/18/online-a-journalist-adds-a-business-role/,"Online, a Journalist Adds a Business Role",Kelly Wallace's move from television to the Internet embodies the lingering differences between the forms.,2010/07/18
3572,https://www.nytimes.com/2010/07/18/fashion/weddings/18Waterman.html,"Anne Waterman, Bass Bassin","An executive couple, one in fashion, the other in broadcasting.",2010/07/18
4705,https://www.nytimes.com/2010/07/18/fashion/18CHELSEA.html,State Secret: Chelsea Clinton’s Wedding Plans,Uncovering tidbits of evidence in a New York-to-Washington web of intrigue over the social event of the season.,2010/07/18
3074,http://thecaucus.blogs.nytimes.com/2010/07/19/polls-find-wide-support-for-jobless-benefit-extension/,Polls Find Wide Support For Jobless Benefit Extension,The issue of extending the duration of benefits for the unemployed could be a winning one for the White House and congressional Democrats: two national polls published last week suggest that most Americans are on their side of this debate.,2010/07/19
4340,http://cityroom.blogs.nytimes.com/2010/07/20/new-rules-likely-to-make-fewer-eligible-for-rent-help/,New Rules May Make Fewer Eligible for Rent Help,Also in the Morning Buzz: New York will toughen the scoring of standardized tests; the &#8220;average&#8221; price of a New York City apartment is anything but; and more regional news.,2010/07/20
3804,http://mediadecoder.blogs.nytimes.com/2010/07/20/sumner-redstone-the-spoken-word-performance/,Sumner Redstone: The Spoken Word Performance,"At The Daily Beast, Peter Lauria published a fairly light-hearted item about a girl group that Sumner Redstone, the 87-year-old chair of Viacom and CBS, had a corporate crush on. In return, Mr. Lauria received what seemed like an offer he couldn't refuse on his voice mail.",2010/07/20
4661,https://www.nytimes.com/2010/07/20/nyregion/20interns.html,"To Get an Internship at City Hall, It’s Not Always What You Know","Dozens of young people with connections to Mayor Michael R. Bloomberg’s friends, business associates and government appointees have been awarded internships at City Hall.",2010/07/20
4743,http://cityroom.blogs.nytimes.com/2010/07/21/mad-men-city-answers-from-a-real-mad-man/,Mad Men City | Answers From a Real Mad Man,"Taking Questions: This week, Ed McCabe, who worked for a number of major advertising agencies and is a founder of Scali, McCabe, Sloves, will respond to readers&#8217; questions about his life and career in advertising in the 1960s.",2010/07/21
2697,http://mediadecoder.blogs.nytimes.com/2010/07/21/as-the-world-turns-replaced-by-chat-show-featuring-julie-chen/,'As the World Turns' Replaced by Chat Show Featuring Julie Chen,"CBS has ordered a daily daytime talk show that will replace the soap opera ""As the World Turns"" in the fall.",2010/07/21
3423,https://www.nytimes.com/2010/07/21/arts/television/21arts-LOVECONQUERS_BRF.html,Love Conquers All on Monday Night,For the fifth consecutive week ABC drew the most viewers on Monday night.,2010/07/21
4068,http://thecaucus.blogs.nytimes.com/2010/07/21/the-nanny-and-the-senators/,The Nanny and the Senators,"There was a stir in the Reception Room just outside the Senate chamber, and it had nothing to do with unemployment benefits.",2010/07/21
509,http://mediadecoder.blogs.nytimes.com/2010/07/21/cbs-and-48hrs-achieve-a-longshot-dentente/,CBS and 48HR Magazine Achieve a Longshot Detente,"The outlook for 48HR Magazine, an exercise in sudden journalism that produced a magazine over a single weekend, was looking mighty imperiled the last time we checked: Lawyers from CBS were sending some pretty scary mail for what they believed was copyright infringement. (CBS suggested that their trademark on ""48 Hours"" as a media property was being trammeled on.)",2010/07/21
2978,http://artsbeat.blogs.nytimes.com/2010/07/22/o-m-g-justin-bieber-will-do-c-s-i/,O.M.G.: Justin Bieber Will Do &#8216;C.S.I.&#8217;,The 16-year-old pop star and the graphically violent CBS crime drama finally join forces.,2010/07/22
4738,https://www.nytimes.com/2010/07/22/technology/personaltech/22pogue-email.html,"Q&A: Rumors, Cyberbullying and Anonymity","David Pogue talks to John Palfrey, Harvard Law School professor, co-director of Harvard’s Berkman Center for Internet & Society, and author of “Born Digital.”",2010/07/22
4737,http://pogue.blogs.nytimes.com/2010/07/22/qa-rumors-cyberbullying-and-anonymity/,"Q&A: Rumors, Cyberbullying and Anonymity","Last week in this space, I shared excerpts from an interview with David Mikkelson, half of the husband-and-wife team behind Snopes.com, the online clearinghouse for Internet rumors and urban legends. It was part of a ""CBS News Sunday Morning"" segment about online rumors that won't ultimately air.",2010/07/22
3338,https://www.nytimes.com/2010/07/22/arts/television/22cobb.html,"Buff Cobb, Actress and TV Host, Dies at 82","Ms. Cobb and Mike Wallace, her husband at the time, adapted their radio program into the CBS talk show “Mike and Buff” in the early 1950s.",2010/07/22
3986,https://www.nytimes.com/2010/07/22/sports/baseball/22Houk.html,"Ralph Houk, Yankees Manager, Dies at 90",Mr. Houk won two World Series and three American League pennants in his first three seasons in New York.,2010/07/22
4375,https://www.nytimes.com/2010/07/23/business/media/23comiccon.html,A Comic Convention Bursts Its Boundaries,"Thursday was opening day of Comic-Con International, the annual convention for fans of comic books and related TV shows and movies.",2010/07/23
431,https://www.nytimes.com/2010/07/23/arts/23arts-GLAADGIVESCB_BRF.html,Glaad Gives CBS a Failing Grade,"Although CBS is preparing a daytime talk show that will include a gay host, the Gay and Lesbian Alliance Against Defamation, or Glaad, gave the network a failing rating.",2010/07/23
3019,https://www.nytimes.com/2010/07/23/arts/television/23arts-TALENTSTRONG_BRF.html,‘Talent’ Strong for NBC,,2010/07/23
3027,https://www.nytimes.com/2010/07/24/business/media/24schorr.html,"Daniel Schorr, Journalist, Dies at 93","Mr. Schorr’s aggressive reporting over 70 years brought him into conflict with censors, the Nixon administration and network superiors.",2010/07/24
2975,https://www.nytimes.com/2010/07/24/arts/television/24arts-JUSTINBIEBER_BRF.html,OMG: Justin Bieber Will Do ‘C.S.I.’,What better way for Justin Bieber to begin his transition from floppy-haired pop singer to serious grown-up than by appearing on a CBS crime procedural?,2010/07/24
3840,http://thecaucus.blogs.nytimes.com/2010/07/24/sunday-breakfast-menu-july-25/,"Sunday Breakfast Menu, July 25","Treasury Secretary Timothy F. Geithner makes the rounds on this week's talk shows to discuss the White House's deficit forecast, persistent unemployment and new financial regulations.",2010/07/24
4324,https://www.nytimes.com/2010/07/25/us/25bcweber.html,Creativity Is Needed to Fill Vacant Stores,"The persistent recession and several national trends, like a continuing rise in Internet retailing, may mean that San Francisco should revisit its thinking about street-level commerce.",2010/07/25
3327,https://www.nytimes.com/2010/07/28/arts/television/28arts-THEBACHELORE_BRF.html,‘The Bachelorette’ Keeps ABC in Lead,,2010/07/28
3091,http://bucks.blogs.nytimes.com/2010/07/28/what-not-to-say-to-your-insurer/,What Not to Say to Your Insurer,Updated: Fixed a typo in the second paragraph,2010/07/28
2943,https://www.nytimes.com/2010/07/29/arts/television/29arts-TALENTISSTIL_BRF.html,‘Talent’ Is Still Tops,,2010/07/29
3876,http://artsbeat.blogs.nytimes.com/2010/07/29/the-tv-watch-obama-takes-in-the-view/,The TV Watch: Obama Takes in &#8216;The View&#8217;,Mr. Obama&#8217;s appearance wasn&#8217;t just another step in the blurring of news and entertainment. It was also another example of how politicians increasingly co-opt entertainment shows to make news.,2010/07/29
3585,https://www.nytimes.com/2010/07/29/books/29ebook.html,E-Books Fly Beyond Mere Text,"Like DVDs, electronic books for the iPad are now being loaded with extras, including video clips that are integrated with text.",2010/07/29
4141,https://www.nytimes.com/2010/07/30/nyregion/30chelsea.html,Frenzy of Speculation Over Clinton’s Wedding,Newspapers and TV shows grapple with the secrets of an upcoming celebrity marriage.,2010/07/30
4363,https://www.nytimes.com/2010/07/30/arts/television/30watch.html,Daytime Diplomacy,President Obama’s appearance on “The View” was an example of how politicians co-opt entertainment shows to make news.,2010/07/30
4028,https://www.nytimes.com/2010/07/30/arts/music/30pop.html,Pop and Rock Listings,"A selected guide to rock, pop, folk, hip-hop and other music in the New York area.",2010/07/30
4559,https://www.nytimes.com/2010/07/30/us/30midterms.html,"In Midterm Elections, Afghan War Barely Surfaces",A leak of classified military reports does not change the fact that voters remain more concerned about the economy and jobs.,2010/07/30
3224,https://www.nytimes.com/2010/07/30/arts/television/30arts-TALENTPARESD_BRF.html,‘Talent’ Pares Down Competition,,2010/07/30
2682,https://www.nytimes.com/2010/07/31/arts/television/31arts-RERUNSVERSUS_BRF.html,Reruns Versus a ‘Rookie’,CBS led a close race in the ratings on Thursday night as crime show reruns helped the network earn the most viewers on average in prime time.,2010/07/31
3468,https://www.nytimes.com/2010/08/01/fashion/weddings/01DeVico.html,"Susan DeVico, Edward Matney","An independent public relations consultant and a freelance director of photography were married Saturday in Berkeley, Calif.",2010/08/01
4773,https://www.nytimes.com/2010/08/01/opinion/01rich.html,Kiss This War Goodbye,The national yawn that greeted the war logs is an indicator of the country’s verdict on the Afghan war itself.,2010/08/01
407,http://mediadecoder.blogs.nytimes.com/2010/08/01/cbs-adds-3-gay-roles/,CBS Adds 3 Gay Roles,"LOS ANGELES - For years CBS has lagged behind other television networks in its inclusion of gay, lesbian and transgender characters. In the season that starts in September, however, a gay character will join ""The Good Wife,"" a lesbian character will join ""Rules of Engagement"" and a gay character will appear in the new sitcom ""$#*! My Dad Says.""",2010/08/01
4467,https://www.nytimes.com/2010/08/01/us/politics/01ethics.html,House Inquiry on Waters Tied to Bank,"An ethics trial of Representative Maxine Waters will involve communication she had with federal officials that touched on OneUnited bank, in which her husband owned stock.",2010/08/01
382,http://mediadecoder.blogs.nytimes.com/2010/08/02/cbs-makes-a-surprise-deal-with-comcast/,CBS Makes a Surprise Deal With Comcast,"In a deal that could mean hundreds of millions of dollars in revenue for CBS, the network has secured subscriber fees for its local stations from Comcast for the next 10 years.",2010/08/02
2953,https://www.nytimes.com/2010/08/02/business/media/02cnn.html,Couric’s Future Clouded by CNN,An unexpected slide in Larry King’s ratings compressed the schedule for finding his successor.,2010/08/02
3661,https://www.nytimes.com/2010/08/02/business/02ahead.html,Economic Reports This Week,"Federal reports will include unemployment for July, and companies reporting quarterly earnings will include Humana and Procter & Gamble.",2010/08/02
4352,http://economix.blogs.nytimes.com/2010/08/02/the-art-of-tax-war/,The Art of Tax War,Nancy Folbre is an economics professor at the University of Massachusetts Amherst.,2010/08/02
2671,https://www.nytimes.com/2010/08/03/arts/television/03arts-60MINUTESSUP_BRF.html,‘60 Minutes’ Supreme,"“Big Brother” helped lift CBS to No. 1 in the ratings on Sunday night, while the CBS newsmagazine “60 Minutes” delivered the largest audience in prime time.",2010/08/03
381,https://www.nytimes.com/2010/08/03/business/media/03cbs.html,CBS and Comcast Reach a 10-Year Deal on Fees,"The agreement is a triumph for CBS, which demanded fees from cable systems for subscriptions to local television stations that were traditionally free.",2010/08/03
3512,http://artsbeat.blogs.nytimes.com/2010/08/03/charlie-sheen-pleads-guilty-to-assault/,Charlie Sheen Pleads Guilty to Assault,"The &#8220;Two and a Half Men&#8221; star was sentenced to 30 days in a rehabilitation facility, 30 days of probation and 36 hours of anger management counseling on charges stemming from a Christmas Day altercation with his wife.",2010/08/03
4450,https://learning.blogs.nytimes.com/2010/08/03/teaching-the-great-gatsby-with-the-new-york-times/,Teaching ‘The Great Gatsby’ With The New York Times,Times articles and Learning Network lesson plans to complement the teaching of Fitzgerald’s great novel.,2010/08/03
4351,http://learning.blogs.nytimes.com/2010/08/03/teaching-the-great-gatsby-with-the-new-york-times/,Teaching 'The Great Gatsby' With The New York Times,"A few years ago, Adam Cohen noted on the Opinion page that Jay Gatsby was at the top of a list of the 100 best fictional characters since 1900. He went on to discuss how and why Gatsby - the ""cynical idealist, who embodies America in all its messy glory"" - is still relevant, perhaps more than ever.",2010/08/03
4854,https://www.nytimes.com/2010/08/03/arts/music/03miller.html,"Mitch Miller, Maestro of the Singalong, Dies at 99",Mr. Miller was an influential record producer who became an unlikely television star on “Sing Along With Mitch.”,2010/08/03
3242,https://www.nytimes.com/2010/08/04/arts/television/04arts-CHARLIESHEEN_BRF.html,Charlie Sheen Sentenced,,2010/08/04
